id,text,emotion,intensity,gender,age
4369,I got pass marks in the H.S.S compulsory courses while most á people performed well.,shame,3,male,20
4370,"I destroyed my step-brother's bedsheets by mistake, they were the á only ones he had.",guilt,2,male,20
4371,When I heard that I had made it to the second year at UNZA.,joy,2,male,19
4372,When my father's home was to be broken into by thieves who had á guns.,fear,4,male,19
4373,When a friend tried to back bite me on false grounds.  This made á me wonder if he was a really a good friend.,anger,4,male,19
4374,When my girlfriend's nephew passed away.,sadness,4,male,19
4375,"When someone whom I trusted, disappointed me terribly.",disgust,2,male,19
4376,"I was with my colleagues and we met an elderly man who was very á drunk, as he approached us he started to undress.",shame,1,male,19
4377,"When I lied to my mum, who later came to know that what I had á been teling her was false.",guilt,3,male,19
4378,"When I hooked a girl in Kitwe.  She was very beautiful for my á standards, a rare bird of this kind accepted me as a boyfriend.",joy,2,male,21
4379,When someone tried to bewitch me and my friends at night.,fear,4,male,21
4380,When I was victimized for running away with a girl who was á somebody else's wife and niece at the same time.  I was very á angry over this issue because I was told to pay him money after á having been punished for it. ,anger,4,male,21
4381,"1976, Soweto uprising in South Africa and the racist Gout's á reaction to the students demands concerning the educational á system.",sadness,4,male,21
4382,"When I was found urinating, behind a toilet instead of inside it, á by my class mates and the teachers.  I was told to pick up my own á urine from the wet soil, I did it.",shame,4,male,21
4383,"When my uncle found me having sexual intercourse with a distant á relative of mine in the sitting room, on the couch.  I failed to á stop and get up, I carried on.",guilt,2,male,21
4384,"When I was accepted for further education, here at the á university.",joy,4,male,20
4385,"When I was walking at night, I saw fire suspended in the air and á it was split into several segments by something I could not see.  á I suspected that it was witch-craft.",fear,4,male,20
4386,"When I was accused by my brother of having stolen a 5 kwatcha á note from my mother's bag.  I was beaten up for this, the money á was found later.",anger,4,male,20
4387,When I received a message that my brother was seriously ill and á was in hospital.,sadness,2,male,20
4388,"When I was refused a transfer from my school to another, simply á because it was far away from my house.",disgust,3,male,20
4389,"When I was taking an exam in grade 5.  The examinator found me á with a note-book and accused me of copying, All the students á laughed at me.",shame,2,male,20
4390,When I was caught stealing mangoes in a certain compound.,guilt,2,male,20
4391,When I got first division in the exams before leaving school.,joy,1,female,21
4392,When I went to town in a double dekker bus.  The bus was about to á fall on the way when the driver controlled it.  It had almost á fallen.,fear,3,female,21
4393,"When I was in form 3, my aunts lied to my daddy telling him that á I had told them that I was pregnant.  My daddy  told my mother á and she asked me if it was true.  I was very angry with my aunts.",anger,4,female,21
4394,When I received a letter telling me that my mother was very ill.,sadness,4,female,21
4395,"When a drunkard, in town yelled at me saying that I was a á prostitute.",disgust,2,female,21
4396,"My brother came to see me and found me with a boy friend.  When á my boyfriend greeted him, he did not answer and instead started á shouting at me and scolding me in the prescence of my boyfriend.",shame,3,female,21
4397,"When I went to my room-mate's drawer to see if she had an iron  á which I could use, she came in.  I felt guilty as she may have á thought that I had been stealing.",guilt,1,female,21
4398,When I had my four children.,joy,3,female,32
4399,When two of my children were critically ill with measles.,fear,4,female,32
4400,When I got a low grade in an administration course.,anger,3,female,32
4401,When I got divorced from my husband after ten years of marriage.,sadness,2,female,32
4402,When my mother betrayed me by obtaining money from my husband á when we were separated - pending divorce.,disgust,2,female,32
4403,When I gave my boyfriend a brush-off.,shame,2,female,32
4404,When I beat up my son for having beaten up his sister.,guilt,1,female,32
4405,"This happened when I went to check my first year results, I had  á thought that I would fail and I found that I had a clear pass in á all my courses.",joy,3,female,19
4406,When I woke up at night to find a fire spreading towards the bed á -rooms.  I was very frightened as I realized that I faced death.,fear,4,female,19
4407,When a friend of mine was trying to make a fool out of me.,anger,4,female,19
4408,I experienced this emotion when my friend committed suicide after á we had spent the afternoon playing and discussing life and it's á problems.,sadness,4,female,19
4409,"When I heard of the assassination of the Indian prime-minister, á Indira Gandhi.",disgust,4,female,19
4410,When I got drunk at a party and made a fool of myself by á vomitting all over the place and insulting the people who were á there with me.,shame,2,female,19
